PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Embarked_clean,Age_registrada,Age_clean,Cabin_registrada,Cabin_letra,class,who,adult_male,deck,embark_town,alone,Sex_bin,Title,Title_agrupado,FamilySize,IsAlone,AgeGroup,Fare_log,FareBand,Deck_combinado
350,0,3,"Dimic, Mr. Jovan",male,42.0,0,0,315088,8.6625,,S,S,1,42.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto (36-60),2.2682524139135403,Q2,Desconocida
351,0,3,"Odahl, Mr. Nils Martin",male,23.0,0,0,7267,9.225,,S,S,1,23.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.3248357019288655,Q2,Desconocida
352,0,1,"Williams-Lambert, Mr. Fletcher Fellows",male,,0,0,113510,35.0,C128,S,S,0,40.0,1,C,First,man,True,C,Southampton,True,0,Mr,Mr,1,1,Adulto (36-60),3.58351893845611,Q4 (alto),C
353,0,3,"Elias, Mr. Tannous",male,15.0,1,1,2695,7.2292,,C,C,1,15.0,0,,Third,child,False,,Cherbourg,False,0,Mr,Mr,3,0,Adolescente (13-17),2.1076888046179385,Q1 (bajo),Desconocida
354,0,3,"Arnold-Franchi, Mr. Josef",male,25.0,1,0,349237,17.8,,S,S,1,25.0,0,,Third,man,True,,Southampton,False,0,Mr,Mr,2,0,Adulto joven (18-35),2.9338568698359038,Q3,Desconocida
355,0,3,"Yousif, Mr. Wazli",male,,0,0,2647,7.225,,C,C,0,25.0,0,,Third,man,True,,Cherbourg,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.1071782966514356,Q1 (bajo),Desconocida
356,0,3,"Vanden Steen, Mr. Leo Peter",male,28.0,0,0,345783,9.5,,S,S,1,28.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.3513752571634776,Q2,Desconocida
357,1,1,"Bowerman, Miss. Elsie Edith",female,22.0,0,1,113505,55.0,E33,S,S,1,22.0,1,E,First,woman,False,E,Southampton,False,1,Miss,Miss,2,0,Adulto joven (18-35),4.02535169073515,Q4 (alto),E
358,0,2,"Funk, Miss. Annie Clemmer",female,38.0,0,0,237671,13.0,,S,S,1,38.0,0,,Second,woman,False,,Southampton,True,1,Miss,Miss,1,1,Adulto (36-60),2.6390573296152584,Q2,Desconocida
359,1,3,"McGovern, Miss. Mary",female,,0,0,330931,7.8792,,Q,Q,0,21.5,0,,Third,woman,False,,Queenstown,True,1,Miss,Miss,1,1,Adulto joven (18-35),2.1837114628556327,Q1 (bajo),Desconocida
360,1,3,"Mockler, Miss. Helen Mary ""Ellie""",female,,0,0,330980,7.8792,,Q,Q,0,21.5,0,,Third,woman,False,,Queenstown,True,1,Miss,Miss,1,1,Adulto joven (18-35),2.1837114628556327,Q1 (bajo),Desconocida
361,0,3,"Skoog, Mr. Wilhelm",male,40.0,1,4,347088,27.9,,S,S,1,40.0,0,,Third,man,True,,Southampton,False,0,Mr,Mr,6,0,Adulto (36-60),3.3638415951183864,Q3,Desconocida
362,0,2,"del Carlo, Mr. Sebastiano",male,29.0,1,0,SC/PARIS 2167,27.7208,,C,C,1,29.0,0,,Second,man,True,,Cherbourg,False,0,Mr,Mr,2,0,Adulto joven (18-35),3.357621598945279,Q3,Desconocida
363,0,3,"Barbara, Mrs. (Catherine David)",female,45.0,0,1,2691,14.4542,,C,C,1,45.0,0,,Third,woman,False,,Cherbourg,False,1,Mrs,Mrs,2,0,Adulto (36-60),2.737880811060884,Q2,Desconocida
364,0,3,"Asim, Mr. Adola",male,35.0,0,0,SOTON/O.Q. 3101310,7.05,,S,S,1,35.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.0856720914304723,Q1 (bajo),Desconocida
365,0,3,"O'Brien, Mr. Thomas",male,,1,0,370365,15.5,,Q,Q,0,25.0,0,,Third,man,True,,Queenstown,False,0,Mr,Mr,2,0,Adulto joven (18-35),2.803360380906535,Q3,Desconocida
366,0,3,"Adahl, Mr. Mauritz Nils Martin",male,30.0,0,0,C 7076,7.25,,S,S,1,30.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.1102132003465894,Q1 (bajo),Desconocida
367,1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,60.0,1,0,110813,75.25,D37,C,C,1,60.0,1,D,First,woman,False,D,Cherbourg,False,1,Mrs,Mrs,2,0,Adulto (36-60),4.334017415487521,Q4 (alto),D
368,1,3,"Moussa, Mrs. (Mantoura Boulos)",female,,0,0,2626,7.2292,,C,C,0,21.5,0,,Third,woman,False,,Cherbourg,True,1,Mrs,Mrs,1,1,Adulto joven (18-35),2.1076888046179385,Q1 (bajo),Desconocida
369,1,3,"Jermyn, Miss. Annie",female,,0,0,14313,7.75,,Q,Q,0,21.5,0,,Third,woman,False,,Queenstown,True,1,Miss,Miss,1,1,Adulto joven (18-35),2.169053700369523,Q1 (bajo),Desconocida
370,1,1,"Aubart, Mme. Leontine Pauline",female,24.0,0,0,PC 17477,69.3,B35,C,C,1,24.0,1,B,First,woman,False,B,Cherbourg,True,1,Mme,Mrs,1,1,Adulto joven (18-35),4.252771798816619,Q4 (alto),B
371,1,1,"Harder, Mr. George Achilles",male,25.0,1,0,11765,55.4417,E50,C,C,1,25.0,1,E,First,man,True,E,Cherbourg,False,0,Mr,Mr,2,0,Adulto joven (18-35),4.0332082470129285,Q4 (alto),E
372,0,3,"Wiklund, Mr. Jakob Alfred",male,18.0,1,0,3101267,6.4958,,S,S,1,18.0,0,,Third,man,True,,Southampton,False,0,Mr,Mr,2,0,Adulto joven (18-35),2.0143428636837015,Q1 (bajo),Desconocida
373,0,3,"Beavan, Mr. William Thomas",male,19.0,0,0,323951,8.05,,S,S,1,19.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.2027647577118348,Q2,Desconocida
374,0,1,"Ringhini, Mr. Sante",male,22.0,0,0,PC 17760,135.6333,,C,C,1,22.0,0,,First,man,True,,Cherbourg,True,0,Mr,Mr,1,1,Adulto joven (18-35),4.91730069488021,Q4 (alto),Desconocida
375,0,3,"Palsson, Miss. Stina Viola",female,3.0,3,1,349909,21.075,,S,S,1,3.0,0,,Third,child,False,,Southampton,False,1,Miss,Miss,5,0,Niño (0-12),3.0944457464900235,Q3,Desconocida
376,1,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",female,,1,0,PC 17604,82.1708,,C,C,0,35.0,0,,First,woman,False,,Cherbourg,False,1,Mrs,Mrs,2,0,Adulto joven (18-35),4.420896324687287,Q4 (alto),Desconocida
377,1,3,"Landergren, Miss. Aurora Adelia",female,22.0,0,0,C 7077,7.25,,S,S,1,22.0,0,,Third,woman,False,,Southampton,True,1,Miss,Miss,1,1,Adulto joven (18-35),2.1102132003465894,Q1 (bajo),Desconocida
378,0,1,"Widener, Mr. Harry Elkins",male,27.0,0,2,113503,211.5,C82,C,C,1,27.0,1,C,First,man,True,C,Cherbourg,False,0,Mr,Mr,3,0,Adulto joven (18-35),5.358941988364472,Q4 (alto),C
379,0,3,"Betros, Mr. Tannous",male,20.0,0,0,2648,4.0125,,C,C,1,20.0,0,,Third,man,True,,Cherbourg,True,0,Mr,Mr,1,1,Adulto joven (18-35),1.6119347926326877,Q1 (bajo),Desconocida
380,0,3,"Gustafsson, Mr. Karl Gideon",male,19.0,0,0,347069,7.775,,S,S,1,19.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.1719067693519296,Q1 (bajo),Desconocida
381,1,1,"Bidois, Miss. Rosalie",female,42.0,0,0,PC 17757,227.525,,C,C,1,42.0,0,,First,woman,False,,Cherbourg,True,1,Miss,Miss,1,1,Adulto (36-60),5.4316456135398825,Q4 (alto),Desconocida
382,1,3,"Nakid, Miss. Maria (""Mary"")",female,1.0,0,2,2653,15.7417,,C,C,1,1.0,0,,Third,child,False,,Cherbourg,False,1,Miss,Miss,3,0,Niño (0-12),2.817902613071225,Q3,Desconocida
383,0,3,"Tikkanen, Mr. Juho",male,32.0,0,0,STON/O 2. 3101293,7.925,,S,S,1,32.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.188856327665703,Q2,Desconocida
384,1,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",female,35.0,1,0,113789,52.0,,S,S,1,35.0,0,,First,woman,False,,Southampton,False,1,Mrs,Mrs,2,0,Adulto joven (18-35),3.970291913552122,Q4 (alto),Desconocida
385,0,3,"Plotcharsky, Mr. Vasil",male,,0,0,349227,7.8958,,S,S,0,25.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.1855792552411137,Q1 (bajo),Desconocida
386,0,2,"Davies, Mr. Charles Henry",male,18.0,0,0,S.O.C. 14879,73.5,,S,S,1,18.0,0,,Second,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),4.310799125385514,Q4 (alto),Desconocida
387,0,3,"Goodwin, Master. Sidney Leonard",male,1.0,5,2,CA 2144,46.9,,S,S,1,1.0,0,,Third,child,False,,Southampton,False,0,Master,Master,8,0,Niño (0-12),3.8691155044168695,Q4 (alto),Desconocida
388,1,2,"Buss, Miss. Kate",female,36.0,0,0,27849,13.0,,S,S,1,36.0,0,,Second,woman,False,,Southampton,True,1,Miss,Miss,1,1,Adulto (36-60),2.6390573296152584,Q2,Desconocida
389,0,3,"Sadlier, Mr. Matthew",male,,0,0,367655,7.7292,,Q,Q,0,25.0,0,,Third,man,True,,Queenstown,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.1666737276227077,Q1 (bajo),Desconocida
390,1,2,"Lehmann, Miss. Bertha",female,17.0,0,0,SC 1748,12.0,,C,C,1,17.0,0,,Second,woman,False,,Cherbourg,True,1,Miss,Miss,1,1,Adolescente (13-17),2.5649493574615367,Q2,Desconocida
391,1,1,"Carter, Mr. William Ernest",male,36.0,1,2,113760,120.0,B96 B98,S,S,1,36.0,1,B,First,man,True,B,Southampton,False,0,Mr,Mr,4,0,Adulto (36-60),4.795790545596741,Q4 (alto),B
392,1,3,"Jansson, Mr. Carl Olof",male,21.0,0,0,350034,7.7958,,S,S,1,21.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.174274334826008,Q1 (bajo),Desconocida
393,0,3,"Gustafsson, Mr. Johan Birger",male,28.0,2,0,3101277,7.925,,S,S,1,28.0,0,,Third,man,True,,Southampton,False,0,Mr,Mr,3,0,Adulto joven (18-35),2.188856327665703,Q2,Desconocida
394,1,1,"Newell, Miss. Marjorie",female,23.0,1,0,35273,113.275,D36,C,C,1,23.0,1,D,First,woman,False,D,Cherbourg,False,1,Miss,Miss,2,0,Adulto joven (18-35),4.738607824217808,Q4 (alto),D
395,1,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,24.0,0,2,PP 9549,16.7,G6,S,S,1,24.0,1,G,Third,woman,False,G,Southampton,False,1,Mrs,Mrs,3,0,Adulto joven (18-35),2.8735646395797834,Q3,G
396,0,3,"Johansson, Mr. Erik",male,22.0,0,0,350052,7.7958,,S,S,1,22.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.174274334826008,Q1 (bajo),Desconocida
397,0,3,"Olsson, Miss. Elina",female,31.0,0,0,350407,7.8542,,S,S,1,31.0,0,,Third,woman,False,,Southampton,True,1,Miss,Miss,1,1,Adulto joven (18-35),2.180891922715322,Q1 (bajo),Desconocida
398,0,2,"McKane, Mr. Peter David",male,46.0,0,0,28403,26.0,,S,S,1,46.0,0,,Second,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto (36-60),3.295836866004329,Q3,Desconocida
399,0,2,"Pain, Dr. Alfred",male,23.0,0,0,244278,10.5,,S,S,1,23.0,0,,Second,man,True,,Southampton,True,0,Dr,Oficial_Profesional,1,1,Adulto joven (18-35),2.4423470353692043,Q2,Desconocida
400,1,2,"Trout, Mrs. William H (Jessie L)",female,28.0,0,0,240929,12.65,,S,S,1,28.0,0,,Second,woman,False,,Southampton,True,1,Mrs,Mrs,1,1,Adulto joven (18-35),2.613739521630969,Q2,Desconocida
401,1,3,"Niskanen, Mr. Juha",male,39.0,0,0,STON/O 2. 3101289,7.925,,S,S,1,39.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto (36-60),2.188856327665703,Q2,Desconocida
402,0,3,"Adams, Mr. John",male,26.0,0,0,341826,8.05,,S,S,1,26.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.2027647577118348,Q2,Desconocida
403,0,3,"Jussila, Miss. Mari Aina",female,21.0,1,0,4137,9.825,,S,S,1,21.0,0,,Third,woman,False,,Southampton,False,1,Miss,Miss,2,0,Adulto joven (18-35),2.3818582738885534,Q2,Desconocida
404,0,3,"Hakkarainen, Mr. Pekka Pietari",male,28.0,1,0,STON/O2. 3101279,15.85,,S,S,1,28.0,0,,Third,man,True,,Southampton,False,0,Mr,Mr,2,0,Adulto joven (18-35),2.8243506567983707,Q3,Desconocida
405,0,3,"Oreskovic, Miss. Marija",female,20.0,0,0,315096,8.6625,,S,S,1,20.0,0,,Third,woman,False,,Southampton,True,1,Miss,Miss,1,1,Adulto joven (18-35),2.2682524139135403,Q2,Desconocida
406,0,2,"Gale, Mr. Shadrach",male,34.0,1,0,28664,21.0,,S,S,1,34.0,0,,Second,man,True,,Southampton,False,0,Mr,Mr,2,0,Adulto joven (18-35),3.091042453358316,Q3,Desconocida
407,0,3,"Widegren, Mr. Carl/Charles Peter",male,51.0,0,0,347064,7.75,,S,S,1,51.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto (36-60),2.169053700369523,Q1 (bajo),Desconocida
408,1,2,"Richards, Master. William Rowe",male,3.0,1,1,29106,18.75,,S,S,1,3.0,0,,Second,child,False,,Southampton,False,0,Master,Master,3,0,Niño (0-12),2.9831534913471307,Q3,Desconocida
409,0,3,"Birkeland, Mr. Hans Martin Monsen",male,21.0,0,0,312992,7.775,,S,S,1,21.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.1719067693519296,Q1 (bajo),Desconocida
410,0,3,"Lefebre, Miss. Ida",female,,3,1,4133,25.4667,,S,S,0,21.5,0,,Third,woman,False,,Southampton,False,1,Miss,Miss,5,0,Adulto joven (18-35),3.275887339030031,Q3,Desconocida
411,0,3,"Sdycoff, Mr. Todor",male,,0,0,349222,7.8958,,S,S,0,25.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.1855792552411137,Q1 (bajo),Desconocida
412,0,3,"Hart, Mr. Henry",male,,0,0,394140,6.8583,,Q,Q,0,25.0,0,,Third,man,True,,Queenstown,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.061570298060867,Q1 (bajo),Desconocida
413,1,1,"Minahan, Miss. Daisy E",female,33.0,1,0,19928,90.0,C78,Q,Q,1,33.0,1,C,First,woman,False,C,Queenstown,False,1,Miss,Miss,2,0,Adulto joven (18-35),4.51085950651685,Q4 (alto),C
414,0,2,"Cunningham, Mr. Alfred Fleming",male,,0,0,239853,0.0,,S,S,0,30.0,0,,Second,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),0.0,Q1 (bajo),Desconocida
415,1,3,"Sundman, Mr. Johan Julian",male,44.0,0,0,STON/O 2. 3101269,7.925,,S,S,1,44.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto (36-60),2.188856327665703,Q2,Desconocida
416,0,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,,0,0,343095,8.05,,S,S,0,21.5,0,,Third,woman,False,,Southampton,True,1,Mrs,Mrs,1,1,Adulto joven (18-35),2.2027647577118348,Q2,Desconocida
417,1,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34.0,1,1,28220,32.5,,S,S,1,34.0,0,,Second,woman,False,,Southampton,False,1,Mrs,Mrs,3,0,Adulto joven (18-35),3.5115454388310208,Q4 (alto),Desconocida
418,1,2,"Silven, Miss. Lyyli Karoliina",female,18.0,0,2,250652,13.0,,S,S,1,18.0,0,,Second,woman,False,,Southampton,False,1,Miss,Miss,3,0,Adulto joven (18-35),2.6390573296152584,Q2,Desconocida
419,0,2,"Matthews, Mr. William John",male,30.0,0,0,28228,13.0,,S,S,1,30.0,0,,Second,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.6390573296152584,Q2,Desconocida
420,0,3,"Van Impe, Miss. Catharina",female,10.0,0,2,345773,24.15,,S,S,1,10.0,0,,Third,child,False,,Southampton,False,1,Miss,Miss,3,0,Niño (0-12),3.224857896545748,Q3,Desconocida
421,0,3,"Gheorgheff, Mr. Stanio",male,,0,0,349254,7.8958,,C,C,0,25.0,0,,Third,man,True,,Cherbourg,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.1855792552411137,Q1 (bajo),Desconocida
422,0,3,"Charters, Mr. David",male,21.0,0,0,A/5. 13032,7.7333,,Q,Q,1,21.0,0,,Third,man,True,,Queenstown,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.167143305297764,Q1 (bajo),Desconocida
423,0,3,"Zimmerman, Mr. Leo",male,29.0,0,0,315082,7.875,,S,S,1,29.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.1832383353614797,Q1 (bajo),Desconocida
424,0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28.0,1,1,347080,14.4,,S,S,1,28.0,0,,Third,woman,False,,Southampton,False,1,Mrs,Mrs,3,0,Adulto joven (18-35),2.7343675094195836,Q2,Desconocida
425,0,3,"Rosblom, Mr. Viktor Richard",male,18.0,1,1,370129,20.2125,,S,S,1,18.0,0,,Third,man,True,,Southampton,False,0,Mr,Mr,3,0,Adulto joven (18-35),3.0545906305603445,Q3,Desconocida
426,0,3,"Wiseman, Mr. Phillippe",male,,0,0,A/4. 34244,7.25,,S,S,0,25.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.1102132003465894,Q1 (bajo),Desconocida
427,1,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,28.0,1,0,2003,26.0,,S,S,1,28.0,0,,Second,woman,False,,Southampton,False,1,Mrs,Mrs,2,0,Adulto joven (18-35),3.295836866004329,Q3,Desconocida
428,1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19.0,0,0,250655,26.0,,S,S,1,19.0,0,,Second,woman,False,,Southampton,True,1,Miss,Miss,1,1,Adulto joven (18-35),3.295836866004329,Q3,Desconocida
429,0,3,"Flynn, Mr. James",male,,0,0,364851,7.75,,Q,Q,0,25.0,0,,Third,man,True,,Queenstown,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.169053700369523,Q1 (bajo),Desconocida
430,1,3,"Pickard, Mr. Berk (Berk Trembisky)",male,32.0,0,0,SOTON/O.Q. 392078,8.05,E10,S,S,1,32.0,1,E,Third,man,True,E,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.2027647577118348,Q2,E
431,1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",male,28.0,0,0,110564,26.55,C52,S,S,1,28.0,1,C,First,man,True,C,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),3.3160025355989236,Q3,C
432,1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,,1,0,376564,16.1,,S,S,0,21.5,0,,Third,woman,False,,Southampton,False,1,Mrs,Mrs,2,0,Adulto joven (18-35),2.8390784635086144,Q3,Desconocida
433,1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42.0,1,0,SC/AH 3085,26.0,,S,S,1,42.0,0,,Second,woman,False,,Southampton,False,1,Mrs,Mrs,2,0,Adulto (36-60),3.295836866004329,Q3,Desconocida
434,0,3,"Kallio, Mr. Nikolai Erland",male,17.0,0,0,STON/O 2. 3101274,7.125,,S,S,1,17.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adolescente (13-17),2.094945728215801,Q1 (bajo),Desconocida
435,0,1,"Silvey, Mr. William Baird",male,50.0,1,0,13507,55.9,E44,S,S,1,50.0,1,E,First,man,True,E,Southampton,False,0,Mr,Mr,2,0,Adulto (36-60),4.041295341132285,Q4 (alto),E
436,1,1,"Carter, Miss. Lucile Polk",female,14.0,1,2,113760,120.0,B96 B98,S,S,1,14.0,1,B,First,child,False,B,Southampton,False,1,Miss,Miss,4,0,Adolescente (13-17),4.795790545596741,Q4 (alto),B
437,0,3,"Ford, Miss. Doolina Margaret ""Daisy""",female,21.0,2,2,W./C. 6608,34.375,,S,S,1,21.0,0,,Third,woman,False,,Southampton,False,1,Miss,Miss,5,0,Adulto joven (18-35),3.5660053559634015,Q4 (alto),Desconocida
438,1,2,"Richards, Mrs. Sidney (Emily Hocking)",female,24.0,2,3,29106,18.75,,S,S,1,24.0,0,,Second,woman,False,,Southampton,False,1,Mrs,Mrs,6,0,Adulto joven (18-35),2.9831534913471307,Q3,Desconocida
439,0,1,"Fortune, Mr. Mark",male,64.0,1,4,19950,263.0,C23 C25 C27,S,S,1,64.0,1,C,First,man,True,C,Southampton,False,0,Mr,Mr,6,0,Mayor (60+),5.575949103146316,Q4 (alto),C
440,0,2,"Kvillner, Mr. Johan Henrik Johannesson",male,31.0,0,0,C.A. 18723,10.5,,S,S,1,31.0,0,,Second,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.4423470353692043,Q2,Desconocida
441,1,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,45.0,1,1,F.C.C. 13529,26.25,,S,S,1,45.0,0,,Second,woman,False,,Southampton,False,1,Mrs,Mrs,3,0,Adulto (36-60),3.305053521109253,Q3,Desconocida
442,0,3,"Hampe, Mr. Leon",male,20.0,0,0,345769,9.5,,S,S,1,20.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.3513752571634776,Q2,Desconocida
443,0,3,"Petterson, Mr. Johan Emil",male,25.0,1,0,347076,7.775,,S,S,1,25.0,0,,Third,man,True,,Southampton,False,0,Mr,Mr,2,0,Adulto joven (18-35),2.1719067693519296,Q1 (bajo),Desconocida
444,1,2,"Reynaldo, Ms. Encarnacion",female,28.0,0,0,230434,13.0,,S,S,1,28.0,0,,Second,woman,False,,Southampton,True,1,Ms,Miss,1,1,Adulto joven (18-35),2.6390573296152584,Q2,Desconocida
445,1,3,"Johannesen-Bratthammer, Mr. Bernt",male,,0,0,65306,8.1125,,S,S,0,25.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.2096470973347766,Q2,Desconocida
446,1,1,"Dodge, Master. Washington",male,4.0,0,2,33638,81.8583,A34,S,S,1,4.0,1,A,First,child,False,A,Southampton,False,0,Master,Master,3,0,Niño (0-12),4.417131919904876,Q4 (alto),A
447,1,2,"Mellinger, Miss. Madeleine Violet",female,13.0,0,1,250644,19.5,,S,S,1,13.0,0,,Second,child,False,,Southampton,False,1,Miss,Miss,2,0,Adolescente (13-17),3.0204248861443626,Q3,Desconocida
448,1,1,"Seward, Mr. Frederic Kimber",male,34.0,0,0,113794,26.55,,S,S,1,34.0,0,,First,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),3.3160025355989236,Q3,Desconocida
449,1,3,"Baclini, Miss. Marie Catherine",female,5.0,2,1,2666,19.2583,,C,C,1,5.0,0,,Third,child,False,,Cherbourg,False,1,Miss,Miss,4,0,Niño (0-12),3.0085645861193133,Q3,Desconocida
450,1,1,"Peuchen, Major. Arthur Godfrey",male,52.0,0,0,113786,30.5,C104,S,S,1,52.0,1,C,First,man,True,C,Southampton,True,0,Major,Oficial_Profesional,1,1,Adulto (36-60),3.449987545831587,Q3,C
451,0,2,"West, Mr. Edwy Arthur",male,36.0,1,2,C.A. 34651,27.75,,S,S,1,36.0,0,,Second,man,True,,Southampton,False,0,Mr,Mr,4,0,Adulto (36-60),3.3586377672433594,Q3,Desconocida
452,0,3,"Hagland, Mr. Ingvald Olai Olsen",male,,1,0,65303,19.9667,,S,S,0,25.0,0,,Third,man,True,,Southampton,False,0,Mr,Mr,2,0,Adulto joven (18-35),3.0429354648621407,Q3,Desconocida
453,0,1,"Foreman, Mr. Benjamin Laventall",male,30.0,0,0,113051,27.75,C111,C,C,1,30.0,1,C,First,man,True,C,Cherbourg,True,0,Mr,Mr,1,1,Adulto joven (18-35),3.3586377672433594,Q3,C
454,1,1,"Goldenberg, Mr. Samuel L",male,49.0,1,0,17453,89.1042,C92,C,C,1,49.0,1,C,First,man,True,C,Cherbourg,False,0,Mr,Mr,2,0,Adulto (36-60),4.500966778400217,Q4 (alto),C
455,0,3,"Peduzzi, Mr. Joseph",male,,0,0,A/5 2817,8.05,,S,S,0,25.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.2027647577118348,Q2,Desconocida
456,1,3,"Jalsevac, Mr. Ivan",male,29.0,0,0,349240,7.8958,,C,C,1,29.0,0,,Third,man,True,,Cherbourg,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.1855792552411137,Q1 (bajo),Desconocida
457,0,1,"Millet, Mr. Francis Davis",male,65.0,0,0,13509,26.55,E38,S,S,1,65.0,1,E,First,man,True,E,Southampton,True,0,Mr,Mr,1,1,Mayor (60+),3.3160025355989236,Q3,E
458,1,1,"Kenyon, Mrs. Frederick R (Marion)",female,,1,0,17464,51.8625,D21,S,S,0,35.0,1,D,First,woman,False,D,Southampton,False,1,Mrs,Mrs,2,0,Adulto joven (18-35),3.967694202798607,Q4 (alto),D
459,1,2,"Toomey, Miss. Ellen",female,50.0,0,0,F.C.C. 13531,10.5,,S,S,1,50.0,0,,Second,woman,False,,Southampton,True,1,Miss,Miss,1,1,Adulto (36-60),2.4423470353692043,Q2,Desconocida
460,0,3,"O'Connor, Mr. Maurice",male,,0,0,371060,7.75,,Q,Q,0,25.0,0,,Third,man,True,,Queenstown,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.169053700369523,Q1 (bajo),Desconocida
461,1,1,"Anderson, Mr. Harry",male,48.0,0,0,19952,26.55,E12,S,S,1,48.0,1,E,First,man,True,E,Southampton,True,0,Mr,Mr,1,1,Adulto (36-60),3.3160025355989236,Q3,E
462,0,3,"Morley, Mr. William",male,34.0,0,0,364506,8.05,,S,S,1,34.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.2027647577118348,Q2,Desconocida
463,0,1,"Gee, Mr. Arthur H",male,47.0,0,0,111320,38.5,E63,S,S,1,47.0,1,E,First,man,True,E,Southampton,True,0,Mr,Mr,1,1,Adulto (36-60),3.676300671907076,Q4 (alto),E
464,0,2,"Milling, Mr. Jacob Christian",male,48.0,0,0,234360,13.0,,S,S,1,48.0,0,,Second,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto (36-60),2.6390573296152584,Q2,Desconocida
465,0,3,"Maisner, Mr. Simon",male,,0,0,A/S 2816,8.05,,S,S,0,25.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.2027647577118348,Q2,Desconocida
466,0,3,"Goncalves, Mr. Manuel Estanslas",male,38.0,0,0,SOTON/O.Q. 3101306,7.05,,S,S,1,38.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto (36-60),2.0856720914304723,Q1 (bajo),Desconocida
